year,state,state_po,county,democrat,republican,other,winner,totalvotes
2020,kentucky,ky,letcher,1799,7226,110,donald j trump,9135
2020,kentucky,ky,lewis,823,4986,74,donald j trump,5883
2020,kentucky,ky,lincoln,2254,8489,170,donald j trump,10913
2020,kentucky,ky,livingston,939,4010,54,donald j trump,5003
2020,kentucky,ky,logan,3094,9067,185,donald j trump,12346
2020,kentucky,ky,lyon,1092,3100,36,donald j trump,4228
2020,kentucky,ky,mccracken,11190,21820,511,donald j trump,33521
2020,kentucky,ky,mccreary,725,5664,46,donald j trump,6435
2020,kentucky,ky,mclean,1074,3633,75,donald j trump,4782
2020,kentucky,ky,madison,15580,27353,970,donald j trump,43903
2020,kentucky,ky,magoffin,1213,4174,59,donald j trump,5446
2020,kentucky,ky,marion,2722,6113,93,donald j trump,8928
2020,kentucky,ky,marshall,4071,13297,233,donald j trump,17601
2020,kentucky,ky,martin,403,3496,31,donald j trump,3930
2020,kentucky,ky,mason,2362,5477,119,donald j trump,7958
2020,kentucky,ky,meade,3632,10184,294,donald j trump,14110
2020,kentucky,ky,menifee,750,2311,41,donald j trump,3102
2020,kentucky,ky,mercer,3033,8506,196,donald j trump,11735
2020,kentucky,ky,metcalfe,975,3959,78,donald j trump,5012
2020,kentucky,ky,monroe,657,4628,45,donald j trump,5330
2020,kentucky,ky,montgomery,3630,8993,214,donald j trump,12837
2020,kentucky,ky,morgan,1172,4297,66,donald j trump,5535
2020,kentucky,ky,muhlenberg,3544,10496,189,donald j trump,14229
2020,kentucky,ky,nelson,7188,15703,354,donald j trump,23245
2020,kentucky,ky,nicholas,955,2408,33,donald j trump,3396
2020,kentucky,ky,ohio,2404,8582,141,donald j trump,11127
2020,kentucky,ky,oldham,14504,22651,781,donald j trump,37936
2020,kentucky,ky,owen,1098,4292,66,donald j trump,5456
2020,kentucky,ky,owsley,216,1670,9,donald j trump,1895
2020,kentucky,ky,pendleton,1322,5515,88,donald j trump,6925
2020,kentucky,ky,perry,2350,8118,138,donald j trump,10606
2020,kentucky,ky,pike,4862,20279,227,donald j trump,25368
2020,kentucky,ky,powell,1367,4041,97,donald j trump,5505
2020,kentucky,ky,pulaski,5664,25441,432,donald j trump,31537
2020,kentucky,ky,robertson,253,884,9,donald j trump,1146
2020,kentucky,ky,rockcastle,1134,6577,72,donald j trump,7783
2020,kentucky,ky,rowan,3880,5994,184,donald j trump,10058
2020,kentucky,ky,russell,1329,7506,104,donald j trump,8939
2020,kentucky,ky,scott,10564,17764,622,donald j trump,28950
2020,kentucky,ky,shelby,8076,15054,412,donald j trump,23542
2020,kentucky,ky,simpson,2681,5888,163,donald j trump,8732
2020,kentucky,ky,spencer,2530,8737,162,donald j trump,11429
2020,kentucky,ky,taylor,2961,9376,173,donald j trump,12510
2020,kentucky,ky,todd,1202,4060,89,donald j trump,5351
2020,kentucky,ky,trigg,1791,5487,97,donald j trump,7375
2020,kentucky,ky,trimble,1012,3227,80,donald j trump,4319
2020,kentucky,ky,union,1529,4965,82,donald j trump,6576
2020,kentucky,ky,warren,22477,31790,1084,donald j trump,55351
2020,kentucky,ky,washington,1644,4482,97,donald j trump,6223
2020,kentucky,ky,wayne,1700,7430,110,donald j trump,9240
2020,kentucky,ky,webster,1412,4506,73,donald j trump,5991
2020,kentucky,ky,whitley,2552,12567,228,donald j trump,15347
2020,kentucky,ky,wolfe,839,2097,43,donald j trump,2979
2020,kentucky,ky,woodford,6530,8362,319,donald j trump,15211
2020,louisiana,la,acadia,5443,22596,386,donald j trump,28425
2020,louisiana,la,allen,2108,7574,128,donald j trump,9810
2020,louisiana,la,ascension,20399,40687,1239,donald j trump,62325
2020,louisiana,la,assumption,3833,7271,131,donald j trump,11235
2020,louisiana,la,avoyelles,4979,12028,285,donald j trump,17292
2020,louisiana,la,beauregard,2542,13575,240,donald j trump,16357
2020,louisiana,la,bienville,3067,3891,92,donald j trump,7050
2020,louisiana,la,bossier,15662,38074,919,donald j trump,54655
2020,louisiana,la,caddo,55110,48021,1781,joseph r biden jr,104912
2020,louisiana,la,calcasieu,25982,55066,1615,donald j trump,82663
2020,louisiana,la,caldwell,745,3976,41,donald j trump,4762
2020,louisiana,la,cameron,324,3671,44,donald j trump,4039
2020,louisiana,la,catahoula,1269,3541,48,donald j trump,4858
2020,louisiana,la,claiborne,2731,3770,79,donald j trump,6580
2020,louisiana,la,concordia,3177,5550,101,donald j trump,8828
2020,louisiana,la,de soto,5457,9112,167,donald j trump,14736
2020,louisiana,la,east baton rouge,115577,88420,4185,joseph r biden jr,208182
2020,louisiana,la,east carroll,1900,1080,56,joseph r biden jr,3036
2020,louisiana,la,east feliciana,4280,6064,165,donald j trump,10509
2020,louisiana,la,evangeline,4158,11053,201,donald j trump,15412
2020,louisiana,la,franklin,2658,6970,92,donald j trump,9720
2020,louisiana,la,grant,1157,8117,118,donald j trump,9392
2020,louisiana,la,iberia,11027,21251,435,donald j trump,32713
2020,louisiana,la,iberville,8514,7893,312,joseph r biden jr,16719
2020,louisiana,la,jackson,2143,5394,95,donald j trump,7632
2020,louisiana,la,jefferson,84477,105949,3307,donald j trump,193733
2020,louisiana,la,jefferson davis,3208,11423,210,donald j trump,14841
2020,louisiana,la,lafayette,39685,72519,2317,donald j trump,114521
2020,louisiana,la,lafourche,8672,36024,692,donald j trump,45388
2020,louisiana,la,la salle,638,6378,61,donald j trump,7077
2020,louisiana,la,lincoln,7559,11311,405,donald j trump,19275
2020,louisiana,la,livingston,9249,54877,1104,donald j trump,65230
2020,louisiana,la,madison,2654,1930,86,joseph r biden jr,4670
2020,louisiana,la,morehouse,4946,6510,118,donald j trump,11574
2020,louisiana,la,natchitoches,6896,9358,300,donald j trump,16554
2020,louisiana,la,orleans,147854,26664,3301,joseph r biden jr,177819
2020,louisiana,la,ouachita,25913,42255,998,donald j trump,69166
2020,louisiana,la,plaquemines,3414,7412,188,donald j trump,11014
2020,louisiana,la,pointe coupee,4683,7503,185,donald j trump,12371
2020,louisiana,la,rapides,19475,38347,1043,donald j trump,58865
2020,louisiana,la,red river,1644,2413,75,donald j trump,4132
2020,louisiana,la,richland,3225,6607,108,donald j trump,9940
2020,louisiana,la,sabine,1731,8776,89,donald j trump,10596
2020,louisiana,la,st. bernard,6151,11179,320,donald j trump,17650
2020,louisiana,la,st. charles,9800,18233,484,donald j trump,28517
2020,louisiana,la,st. helena,3346,2714,98,joseph r biden jr,6158
2020,louisiana,la,st. james,6510,5954,126,joseph r biden jr,12590
2020,louisiana,la,st. john the baptist,13582,7538,312,joseph r biden jr,21432
2020,louisiana,la,st. landry,17372,23171,611,donald j trump,41154
2020,louisiana,la,st. martin,8439,18203,396,donald j trump,27038
2020,louisiana,la,st. mary,8055,14811,320,donald j trump,23186
2020,louisiana,la,st. tammany,37746,99666,2698,donald j trump,140110
2020,louisiana,la,tangipahoa,18887,37806,968,donald j trump,57661
2020,louisiana,la,tensas,1329,1197,28,joseph r biden jr,2554
2020,louisiana,la,terrebonne,11198,34339,703,donald j trump,46240
2020,louisiana,la,union,2654,8407,140,donald j trump,11201
2020,louisiana,la,vermilion,5009,21930,385,donald j trump,27324
2020,louisiana,la,vernon,2898,14107,263,donald j trump,17268
2020,louisiana,la,washington,5970,13307,236,donald j trump,19513
2020,louisiana,la,webster,6172,11830,214,donald j trump,18216
2020,louisiana,la,west baton rouge,6200,7684,213,donald j trump,14097
2020,louisiana,la,west carroll,710,4317,25,donald j trump,5052
2020,louisiana,la,west feliciana,2298,3863,107,donald j trump,6268
2020,louisiana,la,winn,1543,4619,63,donald j trump,6225
2020,maine,me,androscoggin,27617,29268,2476,donald j trump,59361
2020,maine,me,aroostook,13956,21080,1174,donald j trump,36210
2020,maine,me,cumberland,128759,59584,7571,joseph r biden jr,195914
2020,maine,me,franklin,8069,8754,776,donald j trump,17599
2020,maine,me,hancock,19369,14982,1325,joseph r biden jr,35676
2020,maine,me,kennebec,34902,34721,2992,joseph r biden jr,72615
2020,maine,me,knox,15110,9982,940,joseph r biden jr,26032
2020,maine,me,lincoln,12684,10256,917,joseph r biden jr,23857
2020,maine,me,oxford,14755,17698,1357,donald j trump,33810
2020,maine,me,penobscot,37713,44825,3595,donald j trump,86133
2020,maine,me,piscataquis,3517,6143,336,donald j trump,9996
2020,maine,me,sagadahoc,13528,9755,997,joseph r biden jr,24280
2020,maine,me,somerset,10199,16644,1030,donald j trump,27873
2020,maine,me,waldo,12345,11196,1025,joseph r biden jr,24566
2020,maine,me,washington,6761,10194,615,donald j trump,17570
2020,maine,me,york,71189,54817,5036,joseph r biden jr,131042
2020,michigan,mi,alcona,2142,4848,74,donald j trump,7064
2020,michigan,mi,alger,2053,3014,61,donald j trump,5128
2020,michigan,mi,allegan,24449,41392,1253,donald j trump,67094
2020,michigan,mi,alpena,6000,10686,283,donald j trump,16969
2020,michigan,mi,antrim,5960,9748,241,donald j trump,15949
2020,michigan,mi,arenac,2774,5928,129,donald j trump,8831
2020,michigan,mi,baraga,1478,2512,48,donald j trump,4038
2020,michigan,mi,barry,11797,23471,637,donald j trump,35905
2020,michigan,mi,bay,26151,33125,979,donald j trump,60255
2020,michigan,mi,benzie,5480,6601,181,donald j trump,12262
2020,michigan,mi,berrien,37438,43519,1434,donald j trump,82391
2020,michigan,mi,branch,6159,14064,313,donald j trump,20536
2020,michigan,mi,calhoun,28877,36221,1183,donald j trump,66281
2020,michigan,mi,cass,9130,16699,387,donald j trump,26216
2020,michigan,mi,charlevoix,6939,9841,220,donald j trump,17000
2020,michigan,mi,cheboygan,5437,10186,245,donald j trump,15868
2020,michigan,mi,chippewa,6648,10681,313,donald j trump,17642
2020,michigan,mi,clare,5199,10861,221,donald j trump,16281
2020,michigan,mi,clinton,21968,25098,861,donald j trump,47927
2020,michigan,mi,crawford,2672,5087,102,donald j trump,7861
2020,michigan,mi,delta,7606,13207,338,donald j trump,21151
2020,michigan,mi,dickinson,4744,9617,228,donald j trump,14589
2020,michigan,mi,eaton,31299,31798,1230,donald j trump,64327
2020,michigan,mi,emmet,9662,12135,380,donald j trump,22177
2020,michigan,mi,genesee,119390,98714,3256,joseph r biden jr,221360
2020,michigan,mi,gladwin,4524,9893,186,donald j trump,14603
2020,michigan,mi,gogebic,3570,4600,96,donald j trump,8266
2020,michigan,mi,grand traverse,28683,30502,1051,donald j trump,60236
2020,michigan,mi,gratiot,6693,12102,332,donald j trump,19127
2020,michigan,mi,hillsdale,5883,17037,382,donald j trump,23302
2020,michigan,mi,houghton,7750,10378,373,donald j trump,18501
2020,michigan,mi,huron,5490,12731,216,donald j trump,18437
2020,michigan,mi,ingham,94212,47639,2699,joseph r biden jr,144550
2020,michigan,mi,ionia,10901,20657,651,donald j trump,32209
2020,michigan,mi,iosco,5373,9759,231,donald j trump,15363
2020,michigan,mi,iron,2493,4216,80,donald j trump,6789
2020,michigan,mi,isabella,14072,14815,534,donald j trump,29421
2020,michigan,mi,jackson,31995,47372,1494,donald j trump,80861
2020,michigan,mi,kalamazoo,83686,56823,2905,joseph r biden jr,143414
2020,michigan,mi,kalkaska,3002,7436,193,donald j trump,10631
2020,michigan,mi,kent,187915,165741,7392,joseph r biden jr,361048
2020,michigan,mi,keweenaw,672,862,23,donald j trump,1557
2020,michigan,mi,lake,2288,3946,89,donald j trump,6323
2020,michigan,mi,lapeer,16367,35482,801,donald j trump,52650
2020,michigan,mi,leelanau,8795,7916,189,joseph r biden jr,16900
2020,michigan,mi,lenawee,20918,31541,916,donald j trump,53375
2020,michigan,mi,livingston,48220,76982,1995,donald j trump,127197
2020,michigan,mi,luce,842,2109,50,donald j trump,3001
2020,michigan,mi,mackinac,2632,4304,79,donald j trump,7015
2020,michigan,mi,macomb,223952,263863,6441,donald j trump,494256
2020,michigan,mi,manistee,6107,8321,227,donald j trump,14655
2020,michigan,mi,marquette,20465,16286,711,joseph r biden jr,37462
2020,michigan,mi,mason,6802,10207,245,donald j trump,17254
2020,michigan,mi,mecosta,7375,13267,407,donald j trump,21049
2020,michigan,mi,menominee,4316,8117,174,donald j trump,12607
2020,michigan,mi,midland,20493,27675,920,donald j trump,49088
2020,michigan,mi,missaukee,1967,6648,140,donald j trump,8755
2020,michigan,mi,monroe,32975,52710,1463,donald j trump,87148
2020,michigan,mi,montcalm,9703,21815,582,donald j trump,32100
2020,michigan,mi,montmorency,1628,4171,60,donald j trump,5859
2020,michigan,mi,muskegon,45643,45133,1668,joseph r biden jr,92444
2020,michigan,mi,newaygo,7873,18857,431,donald j trump,27161
2020,michigan,mi,oakland,434148,325971,10232,joseph r biden jr,770351
2020,michigan,mi,oceana,4944,8892,226,donald j trump,14062
2020,michigan,mi,ogemaw,3475,8253,179,donald j trump,11907
2020,michigan,mi,ontonagon,1391,2358,55,donald j trump,3804
2020,michigan,mi,osceola,3214,8928,187,donald j trump,12329
2020,michigan,mi,oscoda,1342,3466,66,donald j trump,4874
2020,michigan,mi,otsego,4743,9779,235,donald j trump,14757
2020,michigan,mi,ottawa,64705,100913,3095,donald j trump,168713
2020,michigan,mi,presque isle,2911,5342,91,donald j trump,8344
2020,michigan,mi,roscommon,5166,9670,182,donald j trump,15018
2020,michigan,mi,saginaw,51088,50785,1476,joseph r biden jr,103349
2020,michigan,mi,st. clair,31363,59185,1516,donald j trump,92064
2020,michigan,mi,st. joseph,9262,18127,547,donald j trump,27936
2020,michigan,mi,sanilac,5966,16194,286,donald j trump,22446
2020,michigan,mi,schoolcraft,1589,3090,66,donald j trump,4745
2020,michigan,mi,shiawassee,15347,23149,728,donald j trump,39224
2020,michigan,mi,tuscola,8712,20297,436,donald j trump,29445
2020,michigan,mi,van buren,16803,21591,672,donald j trump,39066
2020,michigan,mi,washtenaw,157136,56241,3041,joseph r biden jr,216418
2020,michigan,mi,wayne,597170,264553,10746,joseph r biden jr,872469
2020,michigan,mi,wexford,5838,12102,325,donald j trump,18265
2020,minnesota,mn,aitkin,3607,6258,160,donald j trump,10025
2020,minnesota,mn,anoka,100893,104902,5337,donald j trump,211132
2020,minnesota,mn,becker,6589,12438,374,donald j trump,19401
2020,minnesota,mn,beltrami,11426,12188,575,donald j trump,24189
2020,minnesota,mn,benton,7280,14382,598,donald j trump,22260
2020,minnesota,mn,big stone,1053,1863,58,donald j trump,2974
2020,minnesota,mn,blue earth,18330,16731,990,joseph r biden jr,36051
2020,minnesota,mn,brown,4753,9552,330,donald j trump,14635
2020,minnesota,mn,carlton,10098,9791,480,joseph r biden jr,20369
2020,minnesota,mn,carver,30774,34009,1578,donald j trump,66361
2020,minnesota,mn,cass,6342,11620,327,donald j trump,18289
2020,minnesota,mn,chippewa,2226,4250,135,donald j trump,6611
2020,minnesota,mn,chisago,11806,21916,848,donald j trump,34570
2020,minnesota,mn,clay,16357,15043,839,joseph r biden jr,32239
2020,minnesota,mn,clearwater,1260,3372,76,donald j trump,4708
2020,minnesota,mn,cook,2496,1203,107,joseph r biden jr,3806
2020,minnesota,mn,cottonwood,1834,4165,108,donald j trump,6107
2020,minnesota,mn,crow wing,13726,25676,771,donald j trump,40173
2020,minnesota,mn,dakota,146155,109638,6466,joseph r biden jr,262259
2020,minnesota,mn,dodge,4079,7783,325,donald j trump,12187
2020,minnesota,mn,douglas,7868,15799,498,donald j trump,24165
2020,minnesota,mn,faribault,2531,5191,192,donald j trump,7914
2020,minnesota,mn,fillmore,4551,7301,289,donald j trump,12141
2020,minnesota,mn,freeborn,6889,9578,351,donald j trump,16818
2020,minnesota,mn,goodhue,11806,16052,778,donald j trump,28636
2020,minnesota,mn,grant,1300,2269,85,donald j trump,3654
2020,minnesota,mn,hennepin,532623,205973,17373,joseph r biden jr,755969
2020,minnesota,mn,houston,4853,6334,253,donald j trump,11440
2020,minnesota,mn,hubbard,4462,8202,301,donald j trump,12965
2020,minnesota,mn,isanti,7138,16491,606,donald j trump,24235
2020,minnesota,mn,itasca,10786,15239,536,donald j trump,26561
2020,minnesota,mn,jackson,1745,3948,126,donald j trump,5819
2020,minnesota,mn,kanabec,2774,6278,190,donald j trump,9242
2020,minnesota,mn,kandiyohi,8440,14437,490,donald j trump,23367
2020,minnesota,mn,kittson,1006,1546,87,donald j trump,2639
2020,minnesota,mn,koochiching,2659,4131,132,donald j trump,6922
2020,minnesota,mn,lac qui parle,1446,2528,66,donald j trump,4040
2020,minnesota,mn,lake,3647,3393,162,joseph r biden jr,7202
2020,minnesota,mn,lake of the woods,671,1704,33,donald j trump,2408
2020,minnesota,mn,le sueur,5672,10775,371,donald j trump,16818
2020,minnesota,mn,lincoln,937,2121,57,donald j trump,3115
2020,minnesota,mn,lyon,4634,7979,280,donald j trump,12893
2020,minnesota,mn,mcleod,6413,13986,534,donald j trump,20933
2020,minnesota,mn,mahnomen,1112,1142,50,donald j trump,2304
2020,minnesota,mn,marshall,1295,3721,97,donald j trump,5113
2020,minnesota,mn,martin,3305,7480,224,donald j trump,11009
2020,minnesota,mn,meeker,3867,9359,303,donald j trump,13529
2020,minnesota,mn,mille lacs,4404,9952,333,donald j trump,14689
2020,minnesota,mn,morrison,4367,14821,370,donald j trump,19558
2020,minnesota,mn,mower,8899,10025,421,donald j trump,19345
2020,minnesota,mn,murray,1449,3363,84,donald j trump,4896
2020,minnesota,mn,nicollet,9622,9018,485,joseph r biden jr,19125
2020,minnesota,mn,nobles,2933,5600,182,donald j trump,8715
2020,minnesota,mn,norman,1404,1953,84,donald j trump,3441
2020,minnesota,mn,olmsted,49491,39692,2202,joseph r biden jr,91385
2020,minnesota,mn,otter tail,11958,23800,641,donald j trump,36399
2020,minnesota,mn,pennington,2568,4532,177,donald j trump,7277
2020,minnesota,mn,pine,5419,10256,326,donald j trump,16001
2020,minnesota,mn,pipestone,1306,3553,81,donald j trump,4940
2020,minnesota,mn,polk,5439,9865,290,donald j trump,15594
2020,minnesota,mn,pope,2477,4417,128,donald j trump,7022
2020,minnesota,mn,ramsey,211620,77376,6981,joseph r biden jr,295977
2020,minnesota,mn,red lake,691,1454,51,donald j trump,2196
2020,minnesota,mn,redwood,2355,5771,158,donald j trump,8284
2020,minnesota,mn,renville,2496,5467,165,donald j trump,8128
2020,minnesota,mn,rice,17402,17464,820,donald j trump,35686
2020,minnesota,mn,rock,1556,3583,101,donald j trump,5240
2020,minnesota,mn,roseau,2188,6065,168,donald j trump,8421
2020,minnesota,mn,saint louis,67704,49017,2810,joseph r biden jr,119531
2020,minnesota,mn,scott,40040,45872,2053,donald j trump,87965
2020,minnesota,mn,sherburne,18065,36222,1325,donald j trump,55612
2020,minnesota,mn,sibley,2417,5864,171,donald j trump,8452
2020,minnesota,mn,stearns,31879,50959,1997,donald j trump,84835
2020,minnesota,mn,steele,7917,12656,555,donald j trump,21128
2020,minnesota,mn,stevens,1922,3044,119,donald j trump,5085
2020,minnesota,mn,swift,1784,3316,93,donald j trump,5193
2020,minnesota,mn,todd,3286,9753,218,donald j trump,13257
2020,minnesota,mn,traverse,661,1172,31,donald j trump,1864
2020,minnesota,mn,wabasha,4696,8153,274,donald j trump,13123
2020,minnesota,mn,wadena,2023,5520,134,donald j trump,7677
2020,minnesota,mn,waseca,3496,6624,269,donald j trump,10389
2020,minnesota,mn,washington,89165,73764,3857,joseph r biden jr,166786
2020,minnesota,mn,watonwan,1987,3103,111,donald j trump,5201
2020,minnesota,mn,wilkin,1026,2328,76,donald j trump,3430
2020,minnesota,mn,winona,13333,13227,613,joseph r biden jr,27173
2020,minnesota,mn,wright,28430,51973,2023,donald j trump,82426
2020,minnesota,mn,yellow medicine,1688,3734,106,donald j trump,5528
2020,mississippi,ms,adams,7917,5696,146,joseph r biden jr,13759
2020,mississippi,ms,alcorn,2782,12818,193,donald j trump,15793
2020,mississippi,ms,amite,2620,4503,73,donald j trump,7196
2020,mississippi,ms,attala,3542,5178,103,donald j trump,8823
2020,mississippi,ms,benton,1679,2570,40,donald j trump,4289
2020,mississippi,ms,bolivar,8904,4671,169,joseph r biden jr,13744
2020,mississippi,ms,calhoun,1902,4625,63,donald j trump,6590
2020,mississippi,ms,carroll,1729,3924,48,donald j trump,5701
2020,mississippi,ms,chickasaw,3810,4175,156,donald j trump,8141
2020,mississippi,ms,choctaw,1185,3001,37,donald j trump,4223
2020,mississippi,ms,claiborne,3772,603,74,joseph r biden jr,4449
2020,mississippi,ms,clarke,2838,5417,83,donald j trump,8338
2020,mississippi,ms,clay,5844,4181,164,joseph r biden jr,10189
2020,mississippi,ms,coahoma,6020,2375,106,joseph r biden jr,8501
2020,mississippi,ms,copiah,6470,6250,163,joseph r biden jr,12883
2020,mississippi,ms,covington,3416,5854,90,donald j trump,9360
2020,mississippi,ms,desoto,28265,46462,1397,donald j trump,76124
2020,mississippi,ms,forrest,13755,17290,609,donald j trump,31654
2020,mississippi,ms,franklin,1480,2923,58,donald j trump,4461
2020,mississippi,ms,george,1218,9713,118,donald j trump,11049
2020,mississippi,ms,greene,966,4794,52,donald j trump,5812
2020,mississippi,ms,grenada,4734,6081,96,donald j trump,10911
2020,mississippi,ms,hancock,4504,16132,321,donald j trump,20957
2020,mississippi,ms,harrison,27728,46822,1218,donald j trump,75768
2020,mississippi,ms,hinds,73550,25141,1304,joseph r biden jr,99995
2020,mississippi,ms,holmes,6588,1369,158,joseph r biden jr,8115
2020,mississippi,ms,humphreys,3016,1118,55,joseph r biden jr,4189
2020,mississippi,ms,issaquena,355,308,13,joseph r biden jr,676
2020,mississippi,ms,itawamba,1249,9438,132,donald j trump,10819
2020,mississippi,ms,jackson,17375,36295,873,donald j trump,54543
2020,mississippi,ms,jasper,4341,4302,93,joseph r biden jr,8736
2020,mississippi,ms,jefferson,3327,531,50,joseph r biden jr,3908
2020,mississippi,ms,jefferson davis,3599,2534,80,joseph r biden jr,6213
2020,mississippi,ms,jones,8517,21226,348,donald j trump,30091
2020,mississippi,ms,kemper,2887,1787,57,joseph r biden jr,4731
2020,mississippi,ms,lafayette,10070,12949,404,donald j trump,23423
2020,mississippi,ms,lamar,7340,20704,441,donald j trump,28485
2020,mississippi,ms,lauderdale,12960,17967,320,donald j trump,31247
2020,mississippi,ms,lawrence,2260,4285,68,donald j trump,6613
2020,mississippi,ms,leake,3897,5228,75,donald j trump,9200
2020,mississippi,ms,lee,12189,24207,558,donald j trump,36954
2020,mississippi,ms,leflore,7648,3129,116,joseph r biden jr,10893
2020,mississippi,ms,lincoln,5040,11596,165,donald j trump,16801
2020,mississippi,ms,lowndes,13087,13800,354,donald j trump,27241
2020,mississippi,ms,madison,24440,31091,681,donald j trump,56212
2020,mississippi,ms,marion,3787,8273,117,donald j trump,12177
2020,mississippi,ms,marshall,8057,7566,194,joseph r biden jr,15817
2020,mississippi,ms,monroe,5874,11177,208,donald j trump,17259
2020,mississippi,ms,montgomery,2121,2917,37,donald j trump,5075
2020,mississippi,ms,neshoba,3260,8320,123,donald j trump,11703
2020,mississippi,ms,newton,3075,6997,111,donald j trump,10183
2020,mississippi,ms,noxubee,4040,1240,59,joseph r biden jr,5339
2020,mississippi,ms,oktibbeha,10299,9004,454,joseph r biden jr,19757
2020,mississippi,ms,panola,7403,8060,164,donald j trump,15627
2020,mississippi,ms,pearl river,4148,19595,290,donald j trump,24033
2020,mississippi,ms,perry,1362,4500,54,donald j trump,5916
2020,mississippi,ms,pike,8646,8479,217,joseph r biden jr,17342
2020,mississippi,ms,pontotoc,2614,11550,197,donald j trump,14361
2020,mississippi,ms,prentiss,2153,8370,121,donald j trump,10644
2020,mississippi,ms,quitman,2150,1026,50,joseph r biden jr,3226
2020,mississippi,ms,rankin,18847,50895,913,donald j trump,70655
2020,mississippi,ms,scott,4330,6285,118,donald j trump,10733
2020,mississippi,ms,sharkey,1465,688,30,joseph r biden jr,2183
2020,mississippi,ms,simpson,4037,7635,143,donald j trump,11815
2020,mississippi,ms,smith,1791,6458,78,donald j trump,8327
2020,mississippi,ms,stone,1802,5964,112,donald j trump,7878
2020,mississippi,ms,sunflower,6781,2799,101,joseph r biden jr,9681
2020,mississippi,ms,tallahatchie,3105,2488,92,joseph r biden jr,5685
2020,mississippi,ms,tate,4183,8707,203,donald j trump,13093
2020,mississippi,ms,tippah,1937,8054,111,donald j trump,10102
2020,mississippi,ms,tishomingo,1059,7933,146,donald j trump,9138
2020,mississippi,ms,tunica,2580,926,56,joseph r biden jr,3562
2020,mississippi,ms,union,2160,10373,150,donald j trump,12683
2020,mississippi,ms,walthall,2835,4220,64,donald j trump,7119
2020,mississippi,ms,warren,10442,10365,246,joseph r biden jr,21053
2020,mississippi,ms,washington,12503,5300,205,joseph r biden jr,18008
2020,mississippi,ms,wayne,3624,6307,125,donald j trump,10056
2020,mississippi,ms,webster,1043,4291,61,donald j trump,5395
2020,mississippi,ms,wilkinson,2749,1324,54,joseph r biden jr,4127
2020,mississippi,ms,winston,4040,5112,84,donald j trump,9236
2020,mississippi,ms,yalobusha,2785,3671,79,donald j trump,6535
2020,mississippi,ms,yazoo,5496,4832,108,joseph r biden jr,10436
2020,missouri,mo,adair,3710,6413,213,donald j trump,10336
2020,missouri,mo,andrew,2351,7255,146,donald j trump,9752
2020,missouri,mo,atchison,564,2199,51,donald j trump,2814
2020,missouri,mo,audrain,2704,7732,220,donald j trump,10656
2020,missouri,mo,barry,2948,12425,225,donald j trump,15598
2020,missouri,mo,barton,844,5168,65,donald j trump,6077
2020,missouri,mo,bates,1672,6597,147,donald j trump,8416
2020,missouri,mo,benton,2180,8109,187,donald j trump,10476
2020,missouri,mo,bollinger,750,5167,66,donald j trump,5983
2020,missouri,mo,boone,50064,38646,2458,joseph r biden jr,91168
2020,missouri,mo,buchanan,13445,22450,703,donald j trump,36598
2020,missouri,mo,butler,3301,14602,238,donald j trump,18141
2020,missouri,mo,caldwell,897,3725,60,donald j trump,4682
2020,missouri,mo,callaway,5870,14815,459,donald j trump,21144
2020,missouri,mo,camden,5652,18850,310,donald j trump,24812
2020,missouri,mo,cape girardeau,10760,28907,661,donald j trump,40328
2020,missouri,mo,carroll,786,3706,40,donald j trump,4532
2020,missouri,mo,carter,418,2451,28,donald j trump,2897
2020,missouri,mo,cass,19052,37197,1159,donald j trump,57408
2020,missouri,mo,cedar,1145,5788,111,donald j trump,7044
2020,missouri,mo,chariton,916,3111,50,donald j trump,4077
2020,missouri,mo,christian,11131,34920,788,donald j trump,46839
2020,missouri,mo,clark,678,2672,44,donald j trump,3394
2020,missouri,mo,clay,59400,64605,2564,donald j trump,126569
2020,missouri,mo,clinton,2896,7799,193,donald j trump,10888
2020,missouri,mo,cole,12694,26086,749,donald j trump,39529
2020,missouri,mo,cooper,2249,6272,172,donald j trump,8693
2020,missouri,mo,crawford,2113,8725,135,donald j trump,10973
2020,missouri,mo,dade,656,3414,49,donald j trump,4119
2020,missouri,mo,dallas,1380,6619,105,donald j trump,8104
2020,missouri,mo,daviess,746,3102,63,donald j trump,3911
2020,missouri,mo,dekalb,930,3828,85,donald j trump,4843
2020,missouri,mo,dent,1056,5987,99,donald j trump,7142
2020,missouri,mo,douglas,1016,5898,86,donald j trump,7000
2020,missouri,mo,dunklin,2200,8135,84,donald j trump,10419
2020,missouri,mo,franklin,14569,38058,1058,donald j trump,53685
2020,missouri,mo,gasconade,1601,6222,100,donald j trump,7923
2020,missouri,mo,gentry,613,2581,43,donald j trump,3237
2020,missouri,mo,greene,55068,83630,3102,donald j trump,141800
2020,missouri,mo,grundy,799,3585,53,donald j trump,4437
2020,missouri,mo,harrison,597,3198,31,donald j trump,3826
2020,missouri,mo,henry,2619,8027,142,donald j trump,10788
2020,missouri,mo,hickory,1056,3966,58,donald j trump,5080
2020,missouri,mo,holt,338,1976,29,donald j trump,2343
2020,missouri,mo,howard,1413,3553,126,donald j trump,5092
2020,missouri,mo,howell,3218,15181,251,donald j trump,18650
2020,missouri,mo,iron,945,3596,51,donald j trump,4592
