year,state,state_po,county,democrat,republican,other,winner,totalvotes
2020,colorado,co,eagle,18588,9892,660,joseph r biden jr,29140
2020,colorado,co,elbert,4490,14027,466,donald j trump,18983
2020,colorado,co,el paso,161941,202828,14082,donald j trump,378851
2020,colorado,co,fremont,7369,17517,671,donald j trump,25557
2020,colorado,co,garfield,15427,14717,760,joseph r biden jr,30904
2020,colorado,co,gilpin,2223,1833,130,joseph r biden jr,4186
2020,colorado,co,grand,4710,4883,277,donald j trump,9870
2020,colorado,co,gunnison,7132,3735,323,joseph r biden jr,11190
2020,colorado,co,hinsdale,255,353,24,donald j trump,632
2020,colorado,co,huerfano,2076,2203,127,donald j trump,4406
2020,colorado,co,jackson,175,681,20,donald j trump,876
2020,colorado,co,jefferson,218396,148417,10545,joseph r biden jr,377358
2020,colorado,co,kiowa,98,795,10,donald j trump,903
2020,colorado,co,kit carson,662,3144,65,donald j trump,3871
2020,colorado,co,lake,2303,1497,161,joseph r biden jr,3961
2020,colorado,co,la plata,20548,14233,886,joseph r biden jr,35667
2020,colorado,co,larimer,126120,91489,6729,joseph r biden jr,224338
2020,colorado,co,las animas,3497,4284,180,donald j trump,7961
2020,colorado,co,lincoln,470,2135,46,donald j trump,2651
2020,colorado,co,logan,2218,8087,227,donald j trump,10532
2020,colorado,co,mesa,31536,56894,2193,donald j trump,90623
2020,colorado,co,mineral,317,427,12,donald j trump,756
2020,colorado,co,moffat,1203,5670,153,donald j trump,7026
2020,colorado,co,montezuma,5836,9306,358,donald j trump,15500
2020,colorado,co,montrose,7687,16770,465,donald j trump,24922
2020,colorado,co,morgan,3876,9593,275,donald j trump,13744
2020,colorado,co,otero,3605,5756,215,donald j trump,9576
2020,colorado,co,ouray,2365,1577,78,joseph r biden jr,4020
2020,colorado,co,park,4903,6991,397,donald j trump,12291
2020,colorado,co,phillips,486,1958,41,donald j trump,2485
2020,colorado,co,pitkin,8989,2780,188,joseph r biden jr,11957
2020,colorado,co,prowers,1458,4008,95,donald j trump,5561
2020,colorado,co,pueblo,43772,42252,2277,joseph r biden jr,88301
2020,colorado,co,rio blanco,561,3061,69,donald j trump,3691
2020,colorado,co,rio grande,2495,3660,150,donald j trump,6305
2020,colorado,co,routt,10582,5925,369,joseph r biden jr,16876
2020,colorado,co,saguache,1884,1413,92,joseph r biden jr,3389
2020,colorado,co,san juan,342,202,18,joseph r biden jr,562
2020,colorado,co,san miguel,3924,1136,87,joseph r biden jr,5147
2020,colorado,co,sedgwick,301,1121,24,donald j trump,1446
2020,colorado,co,summit,12631,5322,526,joseph r biden jr,18479
2020,colorado,co,teller,5278,11241,420,donald j trump,16939
2020,colorado,co,washington,369,2595,44,donald j trump,3008
2020,colorado,co,weld,66060,96145,4769,donald j trump,166974
2020,colorado,co,yuma,785,4107,89,donald j trump,4981
2020,connecticut,ct,fairfield,297505,168445,6446,joseph r biden jr,472396
2020,connecticut,ct,hartford,283368,159024,6944,joseph r biden jr,449336
2020,connecticut,ct,litchfield,50164,55601,1779,donald j trump,107544
2020,connecticut,ct,middlesex,56848,40665,1685,joseph r biden jr,99198
2020,connecticut,ct,new haven,242630,169893,5460,joseph r biden jr,417983
2020,connecticut,ct,new london,79459,57110,3035,joseph r biden jr,139604
2020,connecticut,ct,tolland,44151,34838,1725,joseph r biden jr,80714
2020,connecticut,ct,windham,26706,29141,1235,donald j trump,57082
2020,delaware,de,kent,44552,41009,1464,joseph r biden jr,87025
2020,delaware,de,new castle,195034,88364,4235,joseph r biden jr,287633
2020,delaware,de,sussex,56682,71230,1440,donald j trump,129352
2020,district of columbia,dc,district of columbia,317323,18586,8447,joseph r biden jr,344356
2020,florida,fl,alachua,89704,50972,1928,joseph r biden jr,142604
2020,florida,fl,baker,2037,11911,111,donald j trump,14059
2020,florida,fl,bay,25614,66097,1313,donald j trump,93024
2020,florida,fl,bradford,3160,10334,138,donald j trump,13632
2020,florida,fl,brevard,148549,207883,4332,donald j trump,360764
2020,florida,fl,broward,618752,333409,5511,joseph r biden jr,957672
2020,florida,fl,calhoun,1209,5274,43,donald j trump,6526
2020,florida,fl,charlotte,42273,73243,824,donald j trump,116340
2020,florida,fl,citrus,27092,65352,764,donald j trump,93208
2020,florida,fl,clay,38317,84480,1608,donald j trump,124405
2020,florida,fl,collier,77621,128950,1247,donald j trump,207818
2020,florida,fl,columbia,8914,23836,292,donald j trump,33042
2020,florida,fl,desoto,4259,8313,87,donald j trump,12659
2020,florida,fl,dixie,1365,6759,43,donald j trump,8167
2020,florida,fl,duval,252556,233762,6502,joseph r biden jr,492820
2020,florida,fl,escambia,70929,96674,2769,donald j trump,170372
2020,florida,fl,flagler,28161,43043,512,donald j trump,71716
2020,florida,fl,franklin,2120,4675,54,donald j trump,6849
2020,florida,fl,gadsden,16153,7465,144,joseph r biden jr,23762
2020,florida,fl,gilchrist,1700,7895,90,donald j trump,9685
2020,florida,fl,glades,1385,3782,26,donald j trump,5193
2020,florida,fl,gulf,1985,6113,65,donald j trump,8163
2020,florida,fl,hamilton,1963,3815,52,donald j trump,5830
2020,florida,fl,hardee,2298,6122,65,donald j trump,8485
2020,florida,fl,hendry,4929,7906,105,donald j trump,12940
2020,florida,fl,hernando,37519,70412,991,donald j trump,108922
2020,florida,fl,highlands,16938,34873,359,donald j trump,52170
2020,florida,fl,hillsborough,376367,327398,8298,joseph r biden jr,712063
2020,florida,fl,holmes,924,8080,64,donald j trump,9068
2020,florida,fl,indian river,37844,58872,768,donald j trump,97484
2020,florida,fl,jackson,6766,15488,165,donald j trump,22419
2020,florida,fl,jefferson,3897,4479,75,donald j trump,8451
2020,florida,fl,lafayette,510,3128,20,donald j trump,3658
2020,florida,fl,lake,83505,125859,1950,donald j trump,211314
2020,florida,fl,lee,157695,233247,2957,donald j trump,393899
2020,florida,fl,leon,103517,57453,1959,joseph r biden jr,162929
2020,florida,fl,levy,6205,16749,191,donald j trump,23145
2020,florida,fl,liberty,694,2846,21,donald j trump,3561
2020,florida,fl,madison,3747,5576,57,donald j trump,9380
2020,florida,fl,manatee,90166,124987,1805,donald j trump,216958
2020,florida,fl,marion,74858,127826,1692,donald j trump,204376
2020,florida,fl,martin,36893,61168,665,donald j trump,98726
2020,florida,fl,miami-dade,617864,532833,6119,joseph r biden jr,1156816
2020,florida,fl,monroe,21881,25693,455,donald j trump,48029
2020,florida,fl,nassau,15564,42566,681,donald j trump,58811
2020,florida,fl,okaloosa,34248,79798,2327,donald j trump,116373
2020,florida,fl,okeechobee,4390,11470,94,donald j trump,15954
2020,florida,fl,orange,395014,245398,6991,joseph r biden jr,647403
2020,florida,fl,osceola,97297,73480,1659,joseph r biden jr,172436
2020,florida,fl,palm beach,433572,334711,4875,joseph r biden jr,773158
2020,florida,fl,pasco,119073,179621,3276,donald j trump,301970
2020,florida,fl,pinellas,277450,276209,6056,joseph r biden jr,559715
2020,florida,fl,polk,145049,194586,3621,donald j trump,343256
2020,florida,fl,putnam,10527,25514,332,donald j trump,36373
2020,florida,fl,st. johns,63850,110946,1826,donald j trump,176622
2020,florida,fl,st. lucie,84137,86831,1201,donald j trump,172169
2020,florida,fl,santa rosa,27612,77385,1931,donald j trump,106928
2020,florida,fl,sarasota,120110,148370,2095,donald j trump,270575
2020,florida,fl,seminole,132528,125241,3046,joseph r biden jr,260815
2020,florida,fl,sumter,29341,62761,383,donald j trump,92485
2020,florida,fl,suwannee,4485,16410,162,donald j trump,21057
2020,florida,fl,taylor,2299,7751,77,donald j trump,10127
2020,florida,fl,union,1053,5133,59,donald j trump,6245
2020,florida,fl,volusia,130575,173821,3043,donald j trump,307439
2020,florida,fl,wakulla,5351,12874,179,donald j trump,18404
2020,florida,fl,walton,10338,32947,426,donald j trump,43711
2020,florida,fl,washington,2347,9876,104,donald j trump,12327
2020,georgia,ga,appling,1779,6526,36,donald j trump,8341
2020,georgia,ga,atkinson,825,2300,30,donald j trump,3155
2020,georgia,ga,bacon,625,4018,25,donald j trump,4668
2020,georgia,ga,baker,652,897,6,donald j trump,1555
2020,georgia,ga,baldwin,9140,8903,208,donald j trump,18251
2020,georgia,ga,banks,932,7795,74,donald j trump,8801
2020,georgia,ga,barrow,10453,26804,664,donald j trump,37921
2020,georgia,ga,bartow,12092,37674,701,donald j trump,50467
2020,georgia,ga,ben hill,2392,4110,58,donald j trump,6560
2020,georgia,ga,berrien,1269,6419,55,donald j trump,7743
2020,georgia,ga,bibb,43468,26585,749,joseph r biden jr,70802
2020,georgia,ga,bleckley,1311,4328,67,donald j trump,5706
2020,georgia,ga,brantley,699,6991,56,donald j trump,7746
2020,georgia,ga,brooks,2790,4260,50,donald j trump,7100
2020,georgia,ga,bryan,6739,14244,357,donald j trump,21340
2020,georgia,ga,bulloch,11243,18386,455,donald j trump,30084
2020,georgia,ga,burke,5209,5400,75,donald j trump,10684
2020,georgia,ga,butts,3274,8406,91,donald j trump,11771
2020,georgia,ga,calhoun,1260,923,11,donald j trump,2194
2020,georgia,ga,camden,7967,15251,470,donald j trump,23688
2020,georgia,ga,candler,1269,3133,29,donald j trump,4431
2020,georgia,ga,carroll,16238,37476,760,donald j trump,54474
2020,georgia,ga,catoosa,6932,25167,494,donald j trump,32593
2020,georgia,ga,charlton,1103,3419,44,donald j trump,4566
2020,georgia,ga,chatham,78254,53237,1929,joseph r biden jr,133420
2020,georgia,ga,chattahoochee,667,880,35,donald j trump,1582
2020,georgia,ga,chattooga,1854,8064,132,donald j trump,10050
2020,georgia,ga,cherokee,42794,99587,2449,donald j trump,144830
2020,georgia,ga,clarke,36048,14446,839,joseph r biden jr,51333
2020,georgia,ga,clay,790,637,7,donald j trump,1434
2020,georgia,ga,clayton,95476,15813,1055,joseph r biden jr,112344
2020,georgia,ga,clinch,747,2105,12,donald j trump,2864
2020,georgia,ga,cobb,221846,165459,6441,joseph r biden jr,393746
2020,georgia,ga,coffee,4511,10578,125,donald j trump,15214
2020,georgia,ga,colquitt,4187,11777,119,donald j trump,16083
2020,georgia,ga,columbia,29236,50013,1330,donald j trump,80579
2020,georgia,ga,cook,2059,4900,76,donald j trump,7035
2020,georgia,ga,coweta,24210,51501,1088,donald j trump,76799
2020,georgia,ga,crawford,1615,4428,59,donald j trump,6102
2020,georgia,ga,crisp,2986,4987,66,donald j trump,8039
2020,georgia,ga,dade,1261,6066,107,donald j trump,7434
2020,georgia,ga,dawson,2486,13398,197,donald j trump,16081
2020,georgia,ga,decatur,4780,6758,89,donald j trump,11627
2020,georgia,ga,dekalb,308227,58373,4204,joseph r biden jr,370804
2020,georgia,ga,dodge,2171,5843,56,donald j trump,8070
2020,georgia,ga,dooly,1911,2159,35,donald j trump,4105
2020,georgia,ga,dougherty,24577,10454,280,joseph r biden jr,35311
2020,georgia,ga,douglas,42809,25451,837,joseph r biden jr,69097
2020,georgia,ga,early,2437,2722,28,donald j trump,5187
2020,georgia,ga,echols,167,1256,18,donald j trump,1441
2020,georgia,ga,effingham,7720,23358,492,donald j trump,31570
2020,georgia,ga,elbert,2879,6226,66,donald j trump,9171
2020,georgia,ga,emanuel,2884,6551,66,donald j trump,9501
2020,georgia,ga,evans,1324,2888,35,donald j trump,4247
2020,georgia,ga,fannin,2571,12169,110,donald j trump,14850
2020,georgia,ga,fayette,33065,37952,976,donald j trump,71993
2020,georgia,ga,floyd,12008,29123,517,donald j trump,41648
2020,georgia,ga,forsyth,42203,85122,1980,donald j trump,129305
2020,georgia,ga,franklin,1593,9069,103,donald j trump,10765
2020,georgia,ga,fulton,381144,137240,6275,joseph r biden jr,524659
2020,georgia,ga,gilmer,2932,13429,164,donald j trump,16525
2020,georgia,ga,glascock,155,1403,8,donald j trump,1566
2020,georgia,ga,glynn,15879,25616,489,donald j trump,41984
2020,georgia,ga,gordon,4384,19405,244,donald j trump,24033
2020,georgia,ga,grady,3619,7034,54,donald j trump,10707
2020,georgia,ga,greene,4088,7068,91,donald j trump,11247
2020,georgia,ga,gwinnett,241827,166413,5625,joseph r biden jr,413865
2020,georgia,ga,habersham,3563,16637,232,donald j trump,20432
2020,georgia,ga,hall,25031,64170,1322,donald j trump,90523
2020,georgia,ga,hancock,2985,1159,21,joseph r biden jr,4165
2020,georgia,ga,haralson,1792,12331,125,donald j trump,14248
2020,georgia,ga,harris,5457,14319,215,donald j trump,19991
2020,georgia,ga,hart,3157,9464,106,donald j trump,12727
2020,georgia,ga,heard,824,4516,51,donald j trump,5391
2020,georgia,ga,henry,73276,48187,1279,joseph r biden jr,122742
2020,georgia,ga,houston,32232,41534,1057,donald j trump,74823
2020,georgia,ga,irwin,1008,3134,26,donald j trump,4168
2020,georgia,ga,jackson,7642,29497,531,donald j trump,37670
2020,georgia,ga,jasper,1761,5822,61,donald j trump,7644
2020,georgia,ga,jeff davis,1028,4695,48,donald j trump,5771
2020,georgia,ga,jefferson,4061,3537,44,donald j trump,7642
2020,georgia,ga,jenkins,1266,2161,28,donald j trump,3455
2020,georgia,ga,johnson,1222,2850,28,donald j trump,4100
2020,georgia,ga,jones,4888,9965,113,donald j trump,14966
2020,georgia,ga,lamar,2615,6330,94,donald j trump,9039
2020,georgia,ga,lanier,1019,2509,48,donald j trump,3576
2020,georgia,ga,laurens,8073,14493,163,donald j trump,22729
2020,georgia,ga,lee,4558,12007,149,donald j trump,16714
2020,georgia,ga,liberty,13099,7959,331,joseph r biden jr,21389
2020,georgia,ga,lincoln,1435,3179,36,donald j trump,4650
2020,georgia,ga,long,2033,3528,95,donald j trump,5656
2020,georgia,ga,lowndes,20117,25691,547,donald j trump,46355
2020,georgia,ga,lumpkin,3126,12163,242,donald j trump,15531
2020,georgia,ga,mcduffie,4168,6169,118,donald j trump,10455
2020,georgia,ga,mcintosh,2612,4016,68,donald j trump,6696
2020,georgia,ga,macon,2857,1783,22,joseph r biden jr,4662
2020,georgia,ga,madison,3411,11326,200,donald j trump,14937
2020,georgia,ga,marion,1311,2275,38,donald j trump,3624
2020,georgia,ga,meriwether,4287,6524,66,donald j trump,10877
2020,georgia,ga,miller,749,2066,20,donald j trump,2835
2020,georgia,ga,mitchell,3995,4935,33,donald j trump,8963
2020,georgia,ga,monroe,4384,11060,148,donald j trump,15592
2020,georgia,ga,montgomery,979,2960,27,donald j trump,3966
2020,georgia,ga,morgan,3355,8230,122,donald j trump,11707
2020,georgia,ga,murray,2302,12943,144,donald j trump,15389
2020,georgia,ga,muscogee,49529,30049,965,joseph r biden jr,80543
2020,georgia,ga,newton,29794,23869,576,joseph r biden jr,54239
2020,georgia,ga,oconee,8162,16595,411,donald j trump,25168
2020,georgia,ga,oglethorpe,2436,5593,102,donald j trump,8131
2020,georgia,ga,paulding,29704,54525,1156,donald j trump,85385
2020,georgia,ga,peach,5920,6502,123,donald j trump,12545
2020,georgia,ga,pickens,2808,14075,233,donald j trump,17116
2020,georgia,ga,pierce,1100,7899,49,donald j trump,9048
2020,georgia,ga,pike,1505,9127,88,donald j trump,10720
2020,georgia,ga,polk,3658,13589,152,donald j trump,17399
2020,georgia,ga,pulaski,1217,2805,37,donald j trump,4059
2020,georgia,ga,putnam,3448,8291,116,donald j trump,11855
2020,georgia,ga,quitman,497,604,5,donald j trump,1106
2020,georgia,ga,rabun,1984,7474,110,donald j trump,9568
2020,georgia,ga,randolph,1671,1391,12,donald j trump,3074
2020,georgia,ga,richmond,59124,26781,1111,joseph r biden jr,87016
2020,georgia,ga,rockdale,31244,13012,430,joseph r biden jr,44686
2020,georgia,ga,schley,462,1800,13,donald j trump,2275
2020,georgia,ga,screven,2661,3916,51,donald j trump,6628
2020,georgia,ga,seminole,1254,2611,19,donald j trump,3884
2020,georgia,ga,spalding,11784,18057,275,donald j trump,30116
2020,georgia,ga,stephens,2385,9368,132,donald j trump,11885
2020,georgia,ga,stewart,1182,801,7,joseph r biden jr,1990
2020,georgia,ga,sumter,6318,5732,100,donald j trump,12150
2020,georgia,ga,talbot,2114,1392,16,joseph r biden jr,3522
2020,georgia,ga,taliaferro,561,360,7,joseph r biden jr,928
2020,georgia,ga,tattnall,2061,6053,69,donald j trump,8183
2020,georgia,ga,taylor,1387,2418,34,donald j trump,3839
2020,georgia,ga,telfair,1487,2825,21,donald j trump,4333
2020,georgia,ga,terrell,2376,2004,36,donald j trump,4416
2020,georgia,ga,thomas,8708,12954,191,donald j trump,21853
2020,georgia,ga,tift,5322,10784,177,donald j trump,16283
2020,georgia,ga,toombs,2939,7872,103,donald j trump,10914
2020,georgia,ga,towns,1550,6384,45,donald j trump,7979
2020,georgia,ga,treutlen,952,2101,24,donald j trump,3077
2020,georgia,ga,troup,11578,18143,328,donald j trump,30049
2020,georgia,ga,turner,1410,2349,33,donald j trump,3792
2020,georgia,ga,twiggs,2044,2370,30,donald j trump,4444
2020,georgia,ga,union,2801,12651,108,donald j trump,15560
2020,georgia,ga,upson,4201,8608,96,donald j trump,12905
2020,georgia,ga,walker,5769,23174,411,donald j trump,29354
2020,georgia,ga,walton,12682,37842,571,donald j trump,51095
2020,georgia,ga,ware,4211,9865,116,donald j trump,14192
2020,georgia,ga,warren,1469,1166,16,donald j trump,2651
2020,georgia,ga,washington,4730,4663,66,donald j trump,9459
2020,georgia,ga,wayne,2687,9987,104,donald j trump,12778
2020,georgia,ga,webster,639,748,3,donald j trump,1390
2020,georgia,ga,wheeler,689,1583,13,donald j trump,2285
2020,georgia,ga,white,2411,12222,183,donald j trump,14816
2020,georgia,ga,whitfield,10670,25636,440,donald j trump,36746
2020,georgia,ga,wilcox,862,2403,16,donald j trump,3281
2020,georgia,ga,wilkes,2160,2823,46,donald j trump,5029
2020,georgia,ga,wilkinson,2075,2664,31,donald j trump,4770
2020,georgia,ga,worth,2395,6830,60,donald j trump,9285
2020,hawaii,hi,hawaii,58731,26897,2186,joseph r biden jr,87814
2020,hawaii,hi,honolulu,238866,136250,6986,joseph r biden jr,382102
2020,hawaii,hi,kauai,21225,11582,690,joseph r biden jr,33497
2020,hawaii,hi,maui,47305,22126,1613,joseph r biden jr,71044
2020,idaho,id,ada,120539,130699,8151,donald j trump,259389
2020,idaho,id,adams,591,1941,54,donald j trump,2586
2020,idaho,id,bannock,14682,23331,1540,donald j trump,39553
2020,idaho,id,bear lake,350,2914,51,donald j trump,3315
2020,idaho,id,benewah,977,3878,118,donald j trump,4973
2020,idaho,id,bingham,4124,15295,577,donald j trump,19996
2020,idaho,id,blaine,8919,4032,338,joseph r biden jr,13289
2020,idaho,id,boise,1204,3485,131,donald j trump,4820
2020,idaho,id,bonner,8310,18369,656,donald j trump,27335
2020,idaho,id,bonneville,14254,37805,1936,donald j trump,53995
2020,idaho,id,boundary,1220,4937,156,donald j trump,6313
2020,idaho,id,butte,188,1202,25,donald j trump,1415
2020,idaho,id,camas,149,507,98,donald j trump,754
2020,idaho,id,canyon,25881,61759,2770,donald j trump,90410
2020,idaho,id,caribou,431,2906,79,donald j trump,3416
2020,idaho,id,cassia,1464,7907,258,donald j trump,9629
2020,idaho,id,clark,41,264,6,donald j trump,311
2020,idaho,id,clearwater,877,3453,89,donald j trump,4419
2020,idaho,id,custer,603,2089,47,donald j trump,2739
2020,idaho,id,elmore,2601,7246,358,donald j trump,10205
2020,idaho,id,franklin,657,5845,162,donald j trump,6664
2020,idaho,id,fremont,998,5548,173,donald j trump,6719
2020,idaho,id,gem,1803,7951,204,donald j trump,9958
2020,idaho,id,gooding,1256,4659,135,donald j trump,6050
2020,idaho,id,idaho,1561,7826,215,donald j trump,9602
2020,idaho,id,jefferson,1661,12099,413,donald j trump,14173
2020,idaho,id,jerome,1893,5734,185,donald j trump,7812
2020,idaho,id,kootenai,24312,62837,2318,donald j trump,89467
2020,idaho,id,latah,10236,9472,862,joseph r biden jr,20570
2020,idaho,id,lemhi,1032,3592,114,donald j trump,4738
2020,idaho,id,lewis,349,1489,32,donald j trump,1870
2020,idaho,id,lincoln,414,1469,57,donald j trump,1940
2020,idaho,id,madison,2666,13559,887,donald j trump,17112
2020,idaho,id,minidoka,1550,6265,178,donald j trump,7993
2020,idaho,id,nez perce,6686,13738,543,donald j trump,20967
2020,idaho,id,oneida,249,2148,54,donald j trump,2451
2020,idaho,id,owyhee,816,3819,107,donald j trump,4742
2020,idaho,id,payette,2161,8862,270,donald j trump,11293
2020,idaho,id,power,865,2116,93,donald j trump,3074
2020,idaho,id,shoshone,1693,4216,140,donald j trump,6049
2020,idaho,id,teton,3318,2858,171,joseph r biden jr,6347
2020,idaho,id,twin falls,9391,25897,1213,donald j trump,36501
2020,idaho,id,valley,2976,3947,140,donald j trump,7063
2020,idaho,id,washington,1073,4154,117,donald j trump,5344
2020,illinois,il,adams,8633,24220,674,donald j trump,33527
2020,illinois,il,alexander,1114,1486,18,donald j trump,2618
2020,illinois,il,bond,2288,5625,232,donald j trump,8145
2020,illinois,il,boone,10542,13883,554,donald j trump,24979
2020,illinois,il,brown,486,1931,104,donald j trump,2521
2020,illinois,il,bureau,6669,10411,354,donald j trump,17434
2020,illinois,il,calhoun,677,2046,49,donald j trump,2772
2020,illinois,il,carroll,2748,5105,171,donald j trump,8024
2020,illinois,il,cass,1615,3625,77,donald j trump,5317
2020,illinois,il,champaign,57067,35285,2790,joseph r biden jr,95142
2020,illinois,il,christian,4335,11563,306,donald j trump,16204
2020,illinois,il,clark,1993,6226,137,donald j trump,8356
2020,illinois,il,clay,1129,5629,128,donald j trump,6886
2020,illinois,il,clinton,4493,14304,373,donald j trump,19170
2020,illinois,il,coles,8067,14037,502,donald j trump,22606
2020,illinois,il,cook,1725973,558269,37244,joseph r biden jr,2321486
2020,illinois,il,crawford,2202,7043,180,donald j trump,9425
2020,illinois,il,cumberland,1142,4601,89,donald j trump,5832
2020,illinois,il,dekalb,24643,21905,1277,joseph r biden jr,47825
2020,illinois,il,de witt,2191,5632,201,donald j trump,8024
2020,illinois,il,douglas,2335,6227,176,donald j trump,8738
2020,illinois,il,dupage,281222,193611,10271,joseph r biden jr,485104
2020,illinois,il,edgar,1887,6193,116,donald j trump,8196
2020,illinois,il,edwards,488,2833,45,donald j trump,3366
2020,illinois,il,effingham,3716,15006,327,donald j trump,19049
2020,illinois,il,fayette,1826,8055,175,donald j trump,10056
2020,illinois,il,ford,1754,5048,151,donald j trump,6953
2020,illinois,il,franklin,4760,13622,244,donald j trump,18626
2020,illinois,il,fulton,6503,9867,308,donald j trump,16678
2020,illinois,il,gallatin,622,2019,33,donald j trump,2674
2020,illinois,il,greene,1349,4770,108,donald j trump,6227
2020,illinois,il,grundy,9626,16523,542,donald j trump,26691
2020,illinois,il,hamilton,824,3432,59,donald j trump,4315
2020,illinois,il,hancock,2315,6906,162,donald j trump,9383
2020,illinois,il,hardin,449,1691,22,donald j trump,2162
2020,illinois,il,henderson,1187,2394,66,donald j trump,3647
2020,illinois,il,henry,9797,15300,538,donald j trump,25635
2020,illinois,il,iroquois,2908,10877,240,donald j trump,14025
2020,illinois,il,jackson,11181,10890,572,joseph r biden jr,22643
2020,illinois,il,jasper,1007,4494,75,donald j trump,5576
2020,illinois,il,jefferson,4608,12476,320,donald j trump,17404
2020,illinois,il,jersey,2961,8712,264,donald j trump,11937
2020,illinois,il,jo daviess,5109,7166,221,donald j trump,12496
2020,illinois,il,johnson,1281,5059,97,donald j trump,6437
2020,illinois,il,kane,130166,96775,4935,joseph r biden jr,231876
2020,illinois,il,kankakee,20271,28532,1099,donald j trump,49902
2020,illinois,il,kendall,33168,29492,1314,joseph r biden jr,63974
2020,illinois,il,knox,10703,12009,431,donald j trump,23143
2020,illinois,il,lake,204032,123594,6551,joseph r biden jr,334177
2020,illinois,il,lasalle,22442,30113,1036,donald j trump,53591
2020,illinois,il,lawrence,1419,4886,106,donald j trump,6411
2020,illinois,il,lee,6407,9630,360,donald j trump,16397
2020,illinois,il,livingston,4615,12208,351,donald j trump,17174
2020,illinois,il,logan,3840,9136,318,donald j trump,13294
2020,illinois,il,mcdonough,4992,7027,266,donald j trump,12285
2020,illinois,il,mchenry,78154,82260,3465,donald j trump,163879
2020,illinois,il,mclean,43933,40502,2567,joseph r biden jr,87002
2020,illinois,il,macon,19847,28589,954,donald j trump,49390
2020,illinois,il,macoupin,7365,16153,504,donald j trump,24022
2020,illinois,il,madison,57836,76031,3272,donald j trump,137139
2020,illinois,il,marion,4524,12678,256,donald j trump,17458
2020,illinois,il,marshall,2005,4197,132,donald j trump,6334
2020,illinois,il,mason,1985,4654,127,donald j trump,6766
2020,illinois,il,massac,1725,4997,91,donald j trump,6813
2020,illinois,il,menard,2022,4764,142,donald j trump,6928
2020,illinois,il,mercer,3280,5418,195,donald j trump,8893
2020,illinois,il,monroe,6569,14142,437,donald j trump,21148
2020,illinois,il,montgomery,3905,9544,278,donald j trump,13727
2020,illinois,il,morgan,5076,9950,283,donald j trump,15309
2020,illinois,il,moultrie,1662,4964,118,donald j trump,6744
2020,illinois,il,ogle,9428,16248,596,donald j trump,26272
2020,illinois,il,peoria,43578,38252,2143,joseph r biden jr,83973
2020,illinois,il,perry,2612,7313,128,donald j trump,10053
2020,illinois,il,piatt,3329,6248,245,donald j trump,9822
2020,illinois,il,pike,1484,6332,133,donald j trump,7949
2020,illinois,il,pope,433,1722,20,donald j trump,2175
2020,illinois,il,pulaski,891,1699,34,donald j trump,2624
2020,illinois,il,putnam,1338,1993,59,donald j trump,3390
2020,illinois,il,randolph,3592,11076,223,donald j trump,14891
2020,illinois,il,richland,1830,6089,144,donald j trump,8063
2020,illinois,il,rock island,36691,28603,1464,joseph r biden jr,66758
2020,illinois,il,st. clair,68325,57150,2616,joseph r biden jr,128091
2020,illinois,il,saline,2789,8103,174,donald j trump,11066
2020,illinois,il,sangamon,48917,53485,2350,donald j trump,104752
2020,illinois,il,schuyler,1068,2773,65,donald j trump,3906
2020,illinois,il,scott,572,2114,51,donald j trump,2737
2020,illinois,il,shelby,2504,9426,167,donald j trump,12097
2020,illinois,il,stark,815,2004,64,donald j trump,2883
2020,illinois,il,stephenson,9055,12521,472,donald j trump,22048
2020,illinois,il,tazewell,24819,42513,1720,donald j trump,69052
2020,illinois,il,union,2579,6161,146,donald j trump,8886
2020,illinois,il,vermilion,10323,20725,536,donald j trump,31584
2020,illinois,il,wabash,1253,4237,103,donald j trump,5593
2020,illinois,il,warren,3090,4676,143,donald j trump,7909
2020,illinois,il,washington,1641,6115,146,donald j trump,7902
2020,illinois,il,wayne,1187,7176,123,donald j trump,8486
2020,illinois,il,white,1517,5791,113,donald j trump,7421
2020,illinois,il,whiteside,12253,14527,595,donald j trump,27375
2020,illinois,il,will,183915,155116,6074,joseph r biden jr,345105
2020,illinois,il,williamson,10206,22801,646,donald j trump,33653
2020,illinois,il,winnebago,64056,60861,2792,joseph r biden jr,127709
2020,illinois,il,woodford,6160,14799,473,donald j trump,21432
2020,indiana,in,adams,3236,10686,287,donald j trump,14209
2020,indiana,in,allen,73189,92083,3810,donald j trump,169082
2020,indiana,in,bartholomew,12934,22410,891,donald j trump,36235
2020,indiana,in,benton,1009,3007,98,donald j trump,4114
2020,indiana,in,blackford,1376,3841,134,donald j trump,5351
2020,indiana,in,boone,15244,22351,925,donald j trump,38520
2020,indiana,in,brown,3036,5777,168,donald j trump,8981
2020,indiana,in,carroll,2224,7086,185,donald j trump,9495
2020,indiana,in,cass,4304,10552,342,donald j trump,15198
2020,indiana,in,clark,23093,33668,1108,donald j trump,57869
2020,indiana,in,clay,2552,9499,216,donald j trump,12267
2020,indiana,in,clinton,3361,9334,254,donald j trump,12949
2020,indiana,in,crawford,1355,3483,106,donald j trump,4944
2020,indiana,in,daviess,2169,9576,209,donald j trump,11954
2020,indiana,in,dearborn,5446,19528,409,donald j trump,25383
2020,indiana,in,decatur,2439,9575,273,donald j trump,12287
2020,indiana,in,dekalb,4966,14237,425,donald j trump,19628
2020,indiana,in,delaware,20474,26827,890,donald j trump,48191
