County,State,Population,Income,State_Abrev,FIPS_Code
gladwin county,michigan,25485,48279.0,mi,26051
gogebic county,michigan,14361,41948.0,mi,26053
grand traverse county,michigan,95860,69393.0,mi,26055
gratiot county,michigan,41544,53347.0,mi,26057
hillsdale county,michigan,45546,54110.0,mi,26059
houghton county,michigan,37313,48623.0,mi,26061
huron county,michigan,31252,51924.0,mi,26063
ingham county,michigan,284034,58226.0,mi,26065
ionia county,michigan,67197,64436.0,mi,26067
iosco county,michigan,25369,44334.0,mi,26069
iron county,michigan,11635,45792.0,mi,26071
isabella county,michigan,64813,48840.0,mi,26073
jackson county,michigan,160050,57746.0,mi,26075
kalamazoo county,michigan,261108,61739.0,mi,26077
kalkaska county,michigan,17979,50363.0,mi,26079
kent county,michigan,658046,69786.0,mi,26081
keweenaw county,michigan,2107,54010.0,mi,26083
lake county,michigan,12308,40753.0,mi,26085
lapeer county,michigan,88513,69194.0,mi,26087
leelanau county,michigan,22623,72709.0,mi,26089
lenawee county,michigan,98956,60656.0,mi,26091
livingston county,michigan,195014,88908.0,mi,26093
luce county,michigan,5309,49667.0,mi,26095
mackinac county,michigan,10906,52989.0,mi,26097
macomb county,michigan,876792,67828.0,mi,26099
manistee county,michigan,25350,54428.0,mi,26101
marquette county,michigan,66103,57981.0,mi,26103
mason county,michigan,29383,55035.0,mi,26105
mecosta county,michigan,40031,48440.0,mi,26107
menominee county,michigan,23299,52457.0,mi,26109
midland county,michigan,83457,67642.0,mi,26111
missaukee county,michigan,15130,50695.0,mi,26113
monroe county,michigan,155274,68006.0,mi,26115
montcalm county,michigan,67220,54803.0,mi,26117
montmorency county,michigan,9297,43913.0,mi,26119
muskegon county,michigan,176511,57047.0,mi,26121
newaygo county,michigan,50296,54235.0,mi,26123
oakland county,michigan,1270017,86275.0,mi,26125
oceana county,michigan,26815,56454.0,mi,26127
ogemaw county,michigan,20726,44165.0,mi,26129
ontonagon county,michigan,5868,44605.0,mi,26131
osceola county,michigan,23105,50722.0,mi,26133
oscoda county,michigan,8311,45659.0,mi,26135
otsego county,michigan,25289,59330.0,mi,26137
ottawa county,michigan,299157,77288.0,mi,26139
presque isle county,michigan,13093,52181.0,mi,26141
roscommon county,michigan,23633,46218.0,mi,26143
saginaw county,michigan,189591,52749.0,mi,26145
st. clair county,michigan,160053,62847.0,mi,26147
st. joseph county,michigan,60758,57080.0,mi,26149
sanilac county,michigan,40506,52459.0,mi,26151
schoolcraft county,michigan,8030,54163.0,mi,26153
shiawassee county,michigan,67877,58004.0,mi,26155
tuscola county,michigan,52917,55174.0,mi,26157
van buren county,michigan,75658,61549.0,mi,26159
washtenaw county,michigan,369390,79198.0,mi,26161
wayne county,michigan,1774816,52830.0,mi,26163
wexford county,michigan,33901,54114.0,mi,26165
aitkin county,minnesota,15887,50900.0,mn,27001
anoka county,minnesota,367018,88680.0,mn,27003
becker county,minnesota,35219,64296.0,mn,27005
beltrami county,minnesota,46380,55910.0,mn,27007
benton county,minnesota,41459,65529.0,mn,27009
big stone county,minnesota,5145,58095.0,mn,27011
blue earth county,minnesota,69280,65000.0,mn,27013
brown county,minnesota,25819,62999.0,mn,27015
carlton county,minnesota,36409,68579.0,mn,27017
carver county,minnesota,108626,107890.0,mn,27019
cass county,minnesota,30639,56487.0,mn,27021
chippewa county,minnesota,12357,59051.0,mn,27023
chisago county,minnesota,57469,90870.0,mn,27025
clay county,minnesota,65574,67984.0,mn,27027
clearwater county,minnesota,8576,56605.0,mn,27029
cook county,minnesota,5617,65045.0,mn,27031
cottonwood county,minnesota,11569,56297.0,mn,27033
crow wing county,minnesota,67270,60810.0,mn,27035
dakota county,minnesota,442038,93892.0,mn,27037
dodge county,minnesota,20935,84568.0,mn,27039
douglas county,minnesota,39238,69069.0,mn,27041
faribault county,minnesota,13909,55186.0,mn,27043
fillmore county,minnesota,21271,67195.0,mn,27045
freeborn county,minnesota,30749,59862.0,mn,27047
goodhue county,minnesota,47968,71414.0,mn,27049
grant county,minnesota,6153,60781.0,mn,27051
hennepin county,minnesota,1267416,85438.0,mn,27053
houston county,minnesota,18778,62397.0,mn,27055
hubbard county,minnesota,21715,63122.0,mn,27057
isanti county,minnesota,41906,78687.0,mn,27059
itasca county,minnesota,45070,58393.0,mn,27061
jackson county,minnesota,9990,64134.0,mn,27063
kanabec county,minnesota,16159,60982.0,mn,27065
kandiyohi county,minnesota,43767,67798.0,mn,27067
kittson county,minnesota,4146,60676.0,mn,27069
koochiching county,minnesota,11941,54708.0,mn,27071
lac qui parle county,minnesota,6684,60718.0,mn,27073
lake county,minnesota,10986,66828.0,mn,27075
lake of the woods county,minnesota,3823,55913.0,mn,27077
le sueur county,minnesota,28841,80425.0,mn,27079
lincoln county,minnesota,5567,58621.0,mn,27081
lyon county,minnesota,25231,62388.0,mn,27083
mcleod county,minnesota,36735,67067.0,mn,27085
mahnomen county,minnesota,5414,48021.0,mn,27087
marshall county,minnesota,8988,64239.0,mn,27089
martin county,minnesota,19915,57002.0,mn,27091
meeker county,minnesota,23376,67099.0,mn,27093
mille lacs county,minnesota,26867,61995.0,mn,27095
morrison county,minnesota,33992,61873.0,mn,27097
mower county,minnesota,40158,60386.0,mn,27099
murray county,minnesota,8144,69250.0,mn,27101
nicollet county,minnesota,34332,74317.0,mn,27103
nobles county,minnesota,21991,57101.0,mn,27105
norman county,minnesota,6416,58846.0,mn,27107
olmsted county,minnesota,163436,84656.0,mn,27109
otter tail county,minnesota,60046,63587.0,mn,27111
pennington county,minnesota,13780,64268.0,mn,27113
pine county,minnesota,29302,59840.0,mn,27115
pipestone county,minnesota,9313,58288.0,mn,27117
polk county,minnesota,30757,61643.0,mn,27119
pope county,minnesota,11403,67040.0,mn,27121
ramsey county,minnesota,543257,71494.0,mn,27123
red lake county,minnesota,3933,62417.0,mn,27125
redwood county,minnesota,15366,59638.0,mn,27127
renville county,minnesota,14608,61233.0,mn,27129
rice county,minnesota,67262,71384.0,mn,27131
rock county,minnesota,9680,68638.0,mn,27133
roseau county,minnesota,15258,65651.0,mn,27135
st. louis county,minnesota,199182,61213.0,mn,27137
scott county,minnesota,153268,109031.0,mn,27139
sherburne county,minnesota,99074,92374.0,mn,27141
sibley county,minnesota,14917,67412.0,mn,27143
stearns county,minnesota,158947,68212.0,mn,27145
steele county,minnesota,37349,73468.0,mn,27147
stevens county,minnesota,9700,65750.0,mn,27149
swift county,minnesota,9749,53664.0,mn,27151
todd county,minnesota,25237,58021.0,mn,27153
traverse county,minnesota,3286,56667.0,mn,27155
wabasha county,minnesota,21509,70603.0,mn,27157
wadena county,minnesota,14177,50100.0,mn,27159
waseca county,minnesota,19000,66502.0,mn,27161
washington county,minnesota,272256,102258.0,mn,27163
watonwan county,minnesota,11135,59494.0,mn,27165
wilkin county,minnesota,6395,57907.0,mn,27167
winona county,minnesota,49630,61753.0,mn,27169
wright county,minnesota,144845,94276.0,mn,27171
yellow medicine county,minnesota,9411,65014.0,mn,27173
adams county,mississippi,28742,33860.0,ms,28001
alcorn county,mississippi,34349,44068.0,ms,28003
amite county,mississippi,12637,31367.0,ms,28005
attala county,mississippi,17742,36196.0,ms,28007
benton county,mississippi,7646,39311.0,ms,28009
bolivar county,mississippi,30308,33729.0,ms,28011
calhoun county,mississippi,13018,41142.0,ms,28013
carroll county,mississippi,9879,46147.0,ms,28015
chickasaw county,mississippi,17011,38620.0,ms,28017
choctaw county,mississippi,8106,37859.0,ms,28019
claiborne county,mississippi,8908,31305.0,ms,28021
clarke county,mississippi,15421,40838.0,ms,28023
clay county,mississippi,18535,35638.0,ms,28025
coahoma county,mississippi,20810,31312.0,ms,28027
copiah county,mississippi,27995,46530.0,ms,28029
covington county,mississippi,18279,40233.0,ms,28031
desoto county,mississippi,188633,73460.0,ms,28033
forrest county,mississippi,77875,45780.0,ms,28035
franklin county,mississippi,7676,40479.0,ms,28037
george county,mississippi,24762,47385.0,ms,28039
greene county,mississippi,13630,49581.0,ms,28041
grenada county,mississippi,21365,40808.0,ms,28043
hancock county,mississippi,46055,58196.0,ms,28045
harrison county,mississippi,209396,51590.0,ms,28047
hinds county,mississippi,222679,46179.0,ms,28049
holmes county,mississippi,16496,24958.0,ms,28051
humphreys county,mississippi,7551,30327.0,ms,28053
issaquena county,mississippi,1280,17109.0,ms,28055
itawamba county,mississippi,23838,53510.0,ms,28057
jackson county,mississippi,143987,55107.0,ms,28059
jasper county,mississippi,16291,39992.0,ms,28061
jefferson county,mississippi,7205,29205.0,ms,28063
jefferson davis county,mississippi,11134,34771.0,ms,28065
jones county,mississippi,66744,43659.0,ms,28067
kemper county,mississippi,8829,37667.0,ms,28069
lafayette county,mississippi,56884,54720.0,ms,28071
lamar county,mississippi,65353,63925.0,ms,28073
lauderdale county,mississippi,72088,43301.0,ms,28075
lawrence county,mississippi,11812,39443.0,ms,28077
leake county,mississippi,21196,39660.0,ms,28079
lee county,mississippi,82883,60708.0,ms,28081
leflore county,mississippi,27557,30182.0,ms,28083
lincoln county,mississippi,34943,43926.0,ms,28085
lowndes county,mississippi,58150,49660.0,ms,28087
madison county,mississippi,109813,74688.0,ms,28089
marion county,mississippi,24378,34286.0,ms,28091
marshall county,mississippi,33725,42968.0,ms,28093
monroe county,mississippi,33883,47353.0,ms,28095
montgomery county,mississippi,9729,35903.0,ms,28097
neshoba county,mississippi,28993,43416.0,ms,28099
newton county,mississippi,21056,44530.0,ms,28101
noxubee county,mississippi,10123,38999.0,ms,28103
oktibbeha county,mississippi,51842,41094.0,ms,28105
panola county,mississippi,32851,39673.0,ms,28107
pearl river county,mississippi,56503,53855.0,ms,28109
perry county,mississippi,11571,47368.0,ms,28111
pike county,mississippi,39973,36308.0,ms,28113
pontotoc county,mississippi,31445,52150.0,ms,28115
prentiss county,mississippi,24996,46417.0,ms,28117
quitman county,mississippi,5935,25783.0,ms,28119
rankin county,mississippi,158096,72326.0,ms,28121
scott county,mississippi,27598,43022.0,ms,28123
sharkey county,mississippi,3663,38977.0,ms,28125
simpson county,mississippi,25750,43842.0,ms,28127
smith county,mississippi,14191,51792.0,ms,28129
stone county,mississippi,18644,50807.0,ms,28131
sunflower county,mississippi,25402,32608.0,ms,28133
tallahatchie county,mississippi,12366,31484.0,ms,28135
tate county,mississippi,28234,54839.0,ms,28137
tippah county,mississippi,21635,41506.0,ms,28139
tishomingo county,mississippi,18750,40394.0,ms,28141
tunica county,mississippi,9696,41176.0,ms,28143
union county,mississippi,27953,50543.0,ms,28145
walthall county,mississippi,13836,34605.0,ms,28147
warren county,mississippi,43579,50686.0,ms,28149
washington county,mississippi,43687,34399.0,ms,28151
wayne county,mississippi,19709,34766.0,ms,28153
webster county,mississippi,9983,53363.0,ms,28155
wilkinson county,mississippi,8315,31412.0,ms,28157
winston county,mississippi,17596,39725.0,ms,28159
yalobusha county,mississippi,12415,44348.0,ms,28161
yazoo county,mississippi,26373,40037.0,ms,28163
adair county,missouri,25185,46639.0,mo,29001
andrew county,missouri,18002,63769.0,mo,29003
atchison county,missouri,5234,53867.0,mo,29005
audrain county,missouri,24982,47178.0,mo,29007
barry county,missouri,34712,49574.0,mo,29009
barton county,missouri,11658,45113.0,mo,29011
bates county,missouri,16105,52093.0,mo,29013
benton county,missouri,19908,45533.0,mo,29015
bollinger county,missouri,10556,51250.0,mo,29017
boone county,missouri,185840,62653.0,mo,29019
buchanan county,missouri,83853,54073.0,mo,29021
butler county,missouri,42101,44842.0,mo,29023
caldwell county,missouri,8897,54321.0,mo,29025
callaway county,missouri,44638,63791.0,mo,29027
camden county,missouri,43436,55717.0,mo,29029
cape girardeau county,missouri,82113,59252.0,mo,29031
carroll county,missouri,8376,54967.0,mo,29033
carter county,missouri,5320,42378.0,mo,29035
cass county,missouri,109638,76924.0,mo,29037
cedar county,missouri,14496,41211.0,mo,29039
chariton county,missouri,7356,56758.0,mo,29041
christian county,missouri,91499,69212.0,mo,29043
clark county,missouri,6736,45965.0,mo,29045
clay county,missouri,255518,75596.0,mo,29047
clinton county,missouri,21287,63876.0,mo,29049
cole county,missouri,77205,64715.0,mo,29051
cooper county,missouri,17115,55711.0,mo,29053
crawford county,missouri,22807,46643.0,mo,29055
dade county,missouri,7599,43661.0,mo,29057
dallas county,missouri,17341,44948.0,mo,29059
daviess county,missouri,8399,55750.0,mo,29061
dekalb county,missouri,11098,59462.0,mo,29063
dent county,missouri,14432,45700.0,mo,29065
douglas county,missouri,11732,45125.0,mo,29067
dunklin county,missouri,27717,42194.0,mo,29069
franklin county,missouri,105231,65263.0,mo,29071
gasconade county,missouri,14791,58956.0,mo,29073
gentry county,missouri,6173,47746.0,mo,29075
greene county,missouri,300865,50682.0,mo,29077
grundy county,missouri,9720,49621.0,mo,29079
harrison county,missouri,8164,45313.0,mo,29081
henry county,missouri,22206,49682.0,mo,29083
hickory county,missouri,8607,32132.0,mo,29085
holt county,missouri,4226,52500.0,mo,29087
howard county,missouri,10168,58596.0,mo,29089
howell county,missouri,39975,43200.0,mo,29091
iron county,missouri,9408,44717.0,mo,29093
jackson county,missouri,716862,60800.0,mo,29095
jasper county,missouri,123155,51876.0,mo,29097
jefferson county,missouri,227771,71285.0,mo,29099
johnson county,missouri,54150,59952.0,mo,29101
knox county,missouri,3808,40814.0,mo,29103
laclede county,missouri,36133,46968.0,mo,29105
lafayette county,missouri,32817,70969.0,mo,29107
lawrence county,missouri,38321,46923.0,mo,29109
lewis county,missouri,10000,46250.0,mo,29111
lincoln county,missouri,61586,76622.0,mo,29113
linn county,missouri,11843,54245.0,mo,29115
livingston county,missouri,14755,54309.0,mo,29117
mcdonald county,missouri,23383,43086.0,mo,29119
macon county,missouri,15183,48583.0,mo,29121
madison county,missouri,12652,50529.0,mo,29123
maries county,missouri,8406,50434.0,mo,29125
marion county,missouri,28518,56213.0,mo,29127
mercer county,missouri,3488,52105.0,mo,29129
miller county,missouri,24909,47288.0,mo,29131
mississippi county,missouri,12538,39127.0,mo,29133
moniteau county,missouri,15484,58900.0,mo,29135
monroe county,missouri,8712,46441.0,mo,29137
montgomery county,missouri,11415,54390.0,mo,29139
morgan county,missouri,21379,46078.0,mo,29141
new madrid county,missouri,16035,42370.0,mo,29143
newton county,missouri,59386,55820.0,mo,29145
nodaway county,missouri,21160,47669.0,mo,29147
oregon county,missouri,8631,35972.0,mo,29149
osage county,missouri,13379,67088.0,mo,29151
ozark county,missouri,8782,36402.0,mo,29153
pemiscot county,missouri,15236,35865.0,mo,29155
perry county,missouri,18922,56832.0,mo,29157
pettis county,missouri,43188,51936.0,mo,29159
phelps county,missouri,44937,48124.0,mo,29161
pike county,missouri,17761,47382.0,mo,29163
platte county,missouri,108569,85031.0,mo,29165
polk county,missouri,32043,50890.0,mo,29167
pulaski county,missouri,53816,59252.0,mo,29169
putnam county,missouri,4712,46161.0,mo,29171
ralls county,missouri,10361,58829.0,mo,29173
randolph county,missouri,24760,51403.0,mo,29175
ray county,missouri,23008,67643.0,mo,29177
reynolds county,missouri,6087,41925.0,mo,29179
ripley county,missouri,10617,36089.0,mo,29181
st. charles county,missouri,409981,91792.0,mo,29183
st. clair county,missouri,9376,40470.0,mo,29185
ste. genevieve county,missouri,18588,62607.0,mo,29186
st. francois county,missouri,67541,50015.0,mo,29187
st. louis county,missouri,997187,72562.0,mo,29189
saline county,missouri,23289,49705.0,mo,29195
schuyler county,missouri,4025,49746.0,mo,29197
scotland county,missouri,4693,48705.0,mo,29199
scott county,missouri,37840,50556.0,mo,29201
shannon county,missouri,7106,41176.0,mo,29203
shelby county,missouri,5976,46178.0,mo,29205
stoddard county,missouri,28479,46052.0,mo,29207
stone county,missouri,31548,54320.0,mo,29209
sullivan county,missouri,5934,46964.0,mo,29211
taney county,missouri,56387,51031.0,mo,29213
texas county,missouri,24987,37994.0,mo,29215
vernon county,missouri,19595,49494.0,mo,29217
warren county,missouri,36518,68350.0,mo,29219
washington county,missouri,23502,44955.0,mo,29221
wayne county,missouri,10914,42257.0,mo,29223
webster county,missouri,39735,59325.0,mo,29225
worth county,missouri,1983,41847.0,mo,29227
wright county,missouri,18610,40179.0,mo,29229
st. louis city,missouri,293310,48751.0,mo,29510
beaverhead county,montana,9524,51048.0,mt,30001
big horn county,montana,12957,49640.0,mt,30003
blaine county,montana,6980,50847.0,mt,30005
broadwater county,montana,7288,60244.0,mt,30007
carbon county,montana,10847,63178.0,mt,30009
carter county,montana,1428,41447.0,mt,30011
cascade county,montana,84511,56377.0,mt,30013
chouteau county,montana,5916,48237.0,mt,30015
custer county,montana,11916,55426.0,mt,30017
daniels county,montana,1686,54722.0,mt,30019
dawson county,montana,8904,57684.0,mt,30021
deer lodge county,montana,9491,44809.0,mt,30023
fallon county,montana,3017,83750.0,mt,30025
fergus county,montana,11617,52941.0,mt,30027
flathead county,montana,108454,63582.0,mt,30029
gallatin county,montana,122713,76208.0,mt,30031
garfield county,montana,1209,55000.0,mt,30033
glacier county,montana,13785,39441.0,mt,30035
golden valley county,montana,831,46607.0,mt,30037
granite county,montana,3344,49077.0,mt,30039
hill county,montana,16179,56840.0,mt,30041
jefferson county,montana,12470,72500.0,mt,30043
judith basin county,montana,2044,51691.0,mt,30045
lake county,montana,32033,53154.0,mt,30047
lewis and clark county,montana,72223,66486.0,mt,30049
liberty county,montana,1946,46507.0,mt,30051
lincoln county,montana,20525,41922.0,mt,30053
mccone county,montana,1718,63365.0,mt,30055
madison county,montana,8917,56410.0,mt,30057
meagher county,montana,1964,51709.0,mt,30059
mineral county,montana,4860,50750.0,mt,30061
missoula county,montana,119533,61423.0,mt,30063
musselshell county,montana,4896,51153.0,mt,30065
park county,montana,17473,58510.0,mt,30067
petroleum county,montana,519,54375.0,mt,30069
phillips county,montana,4192,50789.0,mt,30071
pondera county,montana,5994,55865.0,mt,30073
powder river county,montana,1702,55833.0,mt,30075
powell county,montana,6999,53111.0,mt,30077
prairie county,montana,1091,44500.0,mt,30079
ravalli county,montana,45959,59640.0,mt,30081
richland county,montana,11283,62530.0,mt,30083
roosevelt county,montana,10821,47182.0,mt,30085
rosebud county,montana,8124,59339.0,mt,30087
sanders county,montana,12959,46848.0,mt,30089
sheridan county,montana,3527,58786.0,mt,30091
silver bow county,montana,35411,50331.0,mt,30093
stillwater county,montana,9044,72906.0,mt,30095
sweet grass county,montana,3723,59238.0,mt,30097
teton county,montana,6269,60431.0,mt,30099
toole county,montana,5011,54137.0,mt,30101
treasure county,montana,768,55313.0,mt,30103
valley county,montana,7537,53667.0,mt,30105
wheatland county,montana,2059,38893.0,mt,30107
wibaux county,montana,934,49000.0,mt,30109
yellowstone county,montana,167146,65656.0,mt,30111
adams county,nebraska,31027,57783.0,ne,31001
antelope county,nebraska,6279,55802.0,ne,31003
arthur county,nebraska,439,59375.0,ne,31005
banner county,nebraska,692,57917.0,ne,31007
blaine county,nebraska,461,49464.0,ne,31009
boone county,nebraska,5386,63668.0,ne,31011
box butte county,nebraska,10604,63366.0,ne,31013
boyd county,nebraska,1789,54464.0,ne,31015
brown county,nebraska,2908,43942.0,ne,31017
buffalo county,nebraska,50339,65810.0,ne,31019
burt county,nebraska,6709,55769.0,ne,31021
butler county,nebraska,8444,64837.0,ne,31023
cass county,nebraska,27017,78251.0,ne,31025
cedar county,nebraska,8330,69490.0,ne,31027
chase county,nebraska,3826,55690.0,ne,31029
cherry county,nebraska,5458,57719.0,ne,31031
cheyenne county,nebraska,9529,53674.0,ne,31033
clay county,nebraska,6078,70690.0,ne,31035
colfax county,nebraska,10498,70381.0,ne,31037
cuming county,nebraska,8984,63125.0,ne,31039
custer county,nebraska,10460,57715.0,ne,31041
dakota county,nebraska,21241,63053.0,ne,31043
dawes county,nebraska,8148,51925.0,ne,31045
dawson county,nebraska,23898,58402.0,ne,31047
deuel county,nebraska,1865,50924.0,ne,31049
dixon county,nebraska,5545,58849.0,ne,31051
dodge county,nebraska,37103,60962.0,ne,31053
douglas county,nebraska,585008,70683.0,ne,31055
dundy county,nebraska,1635,53696.0,ne,31057
fillmore county,nebraska,5546,66410.0,ne,31059
franklin county,nebraska,2903,52400.0,ne,31061
frontier county,nebraska,2555,59573.0,ne,31063
furnas county,nebraska,4604,57284.0,ne,31065
gage county,nebraska,21616,55000.0,ne,31067
garden county,nebraska,1847,43478.0,ne,31069
garfield county,nebraska,1839,57888.0,ne,31071
gosper county,nebraska,1824,69886.0,ne,31073
grant county,nebraska,579,56806.0,ne,31075
greeley county,nebraska,2169,48472.0,ne,31077
hall county,nebraska,61979,60720.0,ne,31079
hamilton county,nebraska,9386,71211.0,ne,31081
harlan county,nebraska,3091,59432.0,ne,31083
hayes county,nebraska,843,51389.0,ne,31085
hitchcock county,nebraska,2586,47025.0,ne,31087
holt county,nebraska,10049,60592.0,ne,31089
hooker county,nebraska,734,51333.0,ne,31091
howard county,nebraska,6531,64167.0,ne,31093
jefferson county,nebraska,7176,51587.0,ne,31095
johnson county,nebraska,5316,53696.0,ne,31097
kearney county,nebraska,6674,68606.0,ne,31099
keith county,nebraska,8279,54303.0,ne,31101
keya paha county,nebraska,787,54583.0,ne,31103
kimball county,nebraska,3412,55428.0,ne,31105
knox county,nebraska,8401,58043.0,ne,31107
lancaster county,nebraska,324514,65086.0,ne,31109
lincoln county,nebraska,34133,61309.0,ne,31111
logan county,nebraska,687,60250.0,ne,31113
loup county,nebraska,604,46667.0,ne,31115
mcpherson county,nebraska,379,53750.0,ne,31117
madison county,nebraska,35337,55375.0,ne,31119
merrick county,nebraska,7665,57778.0,ne,31121
morrill county,nebraska,4574,50859.0,ne,31123
nance county,nebraska,3390,55473.0,ne,31125
nemaha county,nebraska,7064,53081.0,ne,31127
nuckolls county,nebraska,4060,61667.0,ne,31129
otoe county,nebraska,15930,70072.0,ne,31131
pawnee county,nebraska,2548,51354.0,ne,31133
perkins county,nebraska,2832,57250.0,ne,31135
phelps county,nebraska,8937,61606.0,ne,31137
pierce county,nebraska,7313,62299.0,ne,31139
platte county,nebraska,34241,64105.0,ne,31141
polk county,nebraska,5174,66486.0,ne,31143
red willow county,nebraska,10623,53387.0,ne,31145
richardson county,nebraska,7759,46085.0,ne,31147
rock county,nebraska,1264,55129.0,ne,31149
saline county,nebraska,14192,58011.0,ne,31151
sarpy county,nebraska,193418,88408.0,ne,31153
saunders county,nebraska,22787,76485.0,ne,31155
scotts bluff county,nebraska,35745,56588.0,ne,31157
seward county,nebraska,17603,73892.0,ne,31159
sheridan county,nebraska,5095,47901.0,ne,31161
sherman county,nebraska,2964,57579.0,ne,31163
sioux county,nebraska,1143,46769.0,ne,31165
stanton county,nebraska,5816,70583.0,ne,31167
thayer county,nebraska,4913,56111.0,ne,31169
thomas county,nebraska,673,51696.0,ne,31171
thurston county,nebraska,6620,56223.0,ne,31173
valley county,nebraska,4066,58015.0,ne,31175
washington county,nebraska,20969,83491.0,ne,31177
wayne county,nebraska,9784,60971.0,ne,31179
webster county,nebraska,3411,56786.0,ne,31181
wheeler county,nebraska,795,51875.0,ne,31183
york county,nebraska,14244,66337.0,ne,31185
churchill county,nevada,25723,61776.0,nv,32001
clark county,nevada,2292476,64210.0,nv,32003
douglas county,nevada,49870,75688.0,nv,32005
elko county,nevada,53915,82462.0,nv,32007
esmeralda county,nevada,743,31667.0,nv,32009
eureka county,nevada,1903,68307.0,nv,32011
humboldt county,nevada,17648,70315.0,nv,32013
lander county,nevada,5798,92543.0,nv,32015
lincoln county,nevada,4525,62164.0,nv,32017
lyon county,nevada,60903,63952.0,nv,32019
mineral county,nevada,4586,43009.0,nv,32021
nye county,nevada,53450,52570.0,nv,32023
pershing county,nevada,6741,62841.0,nv,32027
storey county,nevada,4143,66713.0,nv,32029
washoe county,nevada,493392,74292.0,nv,32031
white pine county,nevada,9182,63590.0,nv,32033
carson city,nevada,58993,62217.0,nv,32510
belknap county,new hampshire,64460,75035.0,nh,33001
carroll county,new hampshire,51500,70873.0,nh,33003
cheshire county,new hampshire,77329,69360.0,nh,33005
coos county,new hampshire,31289,52054.0,nh,33007
grafton county,new hampshire,92201,73755.0,nh,33009
hillsborough county,new hampshire,424079,86930.0,nh,33011
merrimack county,new hampshire,155238,82457.0,nh,33013
rockingham county,new hampshire,316947,101683.0,nh,33015
strafford county,new hampshire,132416,76560.0,nh,33017
sullivan county,new hampshire,43533,64587.0,nh,33019
atlantic county,new jersey,274966,66473.0,nj,34001
bergen county,new jersey,953819,109497.0,nj,34003
burlington county,new jersey,464269,95935.0,nj,34005
camden county,new jersey,523771,75485.0,nj,34007
cape may county,new jersey,95661,76237.0,nj,34009
cumberland county,new jersey,153627,58397.0,nj,34011
essex county,new jersey,854917,67826.0,nj,34013
gloucester county,new jersey,304477,93208.0,nj,34015
hudson county,new jersey,702463,79795.0,nj,34017
hunterdon county,new jersey,129924,123373.0,nj,34019
mercer county,new jersey,385898,85687.0,nj,34021
middlesex county,new jersey,860807,96883.0,nj,34023
monmouth county,new jersey,645354,110356.0,nj,34025
morris county,new jersey,510981,123727.0,nj,34027
ocean county,new jersey,648998,76644.0,nj,34029
passaic county,new jersey,518117,78386.0,nj,34031
salem county,new jersey,65046,67898.0,nj,34033
somerset county,new jersey,345647,121695.0,nj,34035
sussex county,new jersey,145543,101645.0,nj,34037
union county,new jersey,572114,87369.0,nj,34039
warren county,new jersey,110731,85163.0,nj,34041
bernalillo county,new mexico,674393,56920.0,nm,35001
catron county,new mexico,3731,37623.0,nm,35003
chaves county,new mexico,64629,47620.0,nm,35005
cibola county,new mexico,27184,47300.0,nm,35006
colfax county,new mexico,12369,39483.0,nm,35007
curry county,new mexico,47999,51199.0,nm,35009
de baca county,new mexico,1680,32750.0,nm,35011
dona ana county,new mexico,221508,47151.0,nm,35013
eddy county,new mexico,60911,67759.0,nm,35015
grant county,new mexico,27889,39429.0,nm,35017
guadalupe county,new mexico,4449,35409.0,nm,35019
harding county,new mexico,639,35900.0,nm,35021
hidalgo county,new mexico,4074,46097.0,nm,35023
lea county,new mexico,73004,62319.0,nm,35025
lincoln county,new mexico,20436,47247.0,nm,35027
los alamos county,new mexico,19330,123677.0,nm,35028
luna county,new mexico,25532,33914.0,nm,35029
mckinley county,new mexico,71780,40262.0,nm,35031
mora county,new mexico,4196,37549.0,nm,35033
otero county,new mexico,68537,46949.0,nm,35035
quay county,new mexico,8656,33067.0,nm,35037
rio arriba county,new mexico,40179,46994.0,nm,35039
roosevelt county,new mexico,19019,47897.0,nm,35041
sandoval county,new mexico,151369,68947.0,nm,35043
san juan county,new mexico,120993,47485.0,nm,35045
san miguel county,new mexico,27150,36492.0,nm,35047
santa fe county,new mexico,155201,64423.0,nm,35049
sierra county,new mexico,11502,35939.0,nm,35051
socorro county,new mexico,16311,38242.0,nm,35053
taos county,new mexico,34623,49481.0,nm,35055
torrance county,new mexico,15307,44819.0,nm,35057
union county,new mexico,4107,37443.0,nm,35059
valencia county,new mexico,77190,53752.0,nm,35061
albany county,new york,313743,73810.0,ny,36001
allegany county,new york,46106,54375.0,ny,36003
bronx county,new york,1424948,43726.0,ny,36005
broome county,new york,197240,53982.0,ny,36007
cattaraugus county,new york,76426,53537.0,ny,36009
cayuga county,new york,75880,59602.0,ny,36011
chautauqua county,new york,126807,50408.0,ny,36013
chemung county,new york,83045,58175.0,ny,36015
chenango county,new york,46537,55690.0,ny,36017
clinton county,new york,79596,62470.0,ny,36019
columbia county,new york,61778,73065.0,ny,36021
cortland county,new york,46311,62163.0,ny,36023
delaware county,new york,44378,52757.0,ny,36025
dutchess county,new york,297112,87112.0,ny,36027
erie county,new york,950683,62578.0,ny,36029
essex county,new york,37268,61563.0,ny,36031
franklin county,new york,47456,55279.0,ny,36033
fulton county,new york,53116,55240.0,ny,36035
genesee county,new york,57853,63734.0,ny,36037
greene county,new york,48499,62810.0,ny,36039
hamilton county,new york,5119,62841.0,ny,36041
